CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/24/2012,17:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2829581,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/17/2014,9:12,,,40.5555396,-74.175612,"(40.5555396, -74.175612)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3125362,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/17/2013,13:33,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3125291,PASSENGER VEHICLE,,,,
01/07/2021,17:30,BRONX,10459,,,,,,881       EAST 162 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4382841,Station Wagon/Sport Utility Vehicle,,,,
06/16/2014,10:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2914371,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/09/2013,9:54,,,40.8246654,-73.8707949,"(40.8246654, -73.8707949)",,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2889268,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/24/2012,21:35,,,40.7303695,-73.9138714,"(40.7303695, -73.9138714)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3045093,PASSENGER VEHICLE,VAN,,,
06/16/2014,14:30,,,,,,NORTH CONDUIT AVENUE            ,CROSS BAY BOULEVARD             ,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Other Vehicular,,,,353181,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/24/2012,5:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2873037,PASSENGER VEHICLE,,,,
12/24/2012,8:00,,,,,,LINDEN PLACE                    ,WHITESTONE EXPRESSWAY           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248240,OTHER,PASSENGER VEHICLE,,,
01/06/2021,12:10,,,,,,SHORE PARKWAY                   ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Speed,,,,4384478,Station Wagon/Sport Utility Vehicle,Sedan,,,
01/06/2021,14:40,,,,,,103 STREET                      ,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4381992,Sedan,,,,
12/17/2013,18:10,MANHATTAN,10013,40.7216223,-74.0022079,"(40.7216223, -74.0022079)",GRAND STREET                    ,GREENE STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,,,,,4633,SMALL COM VEH(4 TIRES) ,,,,
06/16/2014,16:15,,,,,,,,PARKING LOT OF 2655 RICHMOND AVENUE     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,353321,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/23/2012,11:35,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3017165,PASSENGER VEHICLE,,,,
01/06/2021,19:30,,,40.774452,-73.76615,"(40.774452, -73.76615)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4382040,Sedan,,,,
12/23/2012,12:30,,,,,,,,S/B BROOKLYN BRIDGE & B.Q.E.            ,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,,188835,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,,
06/16/2014,17:15,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3097738,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/06/2021,20:30,BROOKLYN,11211,,,,vandervoort ave                 ,metropolitan ave,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4382065,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/23/2012,13:45,,,,,,RICHMOND AVENUE                 ,DRAPER PLACE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,295788,PASSENGER VEHICLE,UNKNOWN,,,
06/16/2014,19:40,,,40.6113222,-74.1147031,"(40.6113222, -74.1147031)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3123361,PASSENGER VEHICLE,UNKNOWN,,,
12/23/2012,16:50,,,40.7652999,-73.8396576,"(40.7652999, -73.8396576)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,,3065245,UNKNOWN,PASSENGER VEHICLE,PASSENGER VEHICLE,,
06/16/2014,23:15,,,,,,,,PARKING LOT OF 253 LIVINGSTON AVENUE    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,353323,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/17/2013,22:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2873449,PASSENGER VEHICLE,,,,
12/23/2012,19:50,,,40.8827138,-73.9157906,"(40.8827138, -73.9157906)",,,,2,0,0,0,0,0,2,0,Outside Car Distraction,,,,,2934180,PASSENGER VEHICLE,,,,
12/17/2013,6:12,,,,,,DWIGHT STREET                   ,OTSEGO STREET                   ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Prescription Medication,,,,172303,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/16/2014,8:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2914373,VAN,PICK-UP TRUCK,,,
12/23/2012,4:22,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,2918875,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/16/2013,10:26,,,40.8601976,-73.8287899,"(40.8601976, -73.8287899)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2913878,PASSENGER VEHICLE,UNKNOWN,,,
01/04/2021,15:00,,,,,,DONGAN HILL AVENUE              ,RICHMOND ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4381648,Station Wagon/Sport Utility Vehicle,,,,
06/15/2014,10:00,BROOKLYN,11213,40.6689504,-73.9338885,"(40.6689504, -73.9338885)",EASTERN PARKWAY                 ,SCHENECTADY AVENUE              ,,1,0,1,0,0,0,0,0,Unspecified,,,,,352191,SPORT UTILITY / STATION WAGON,,,,
12/16/2013,11:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2919288,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/22/2012,0:20,,,40.6919168,-73.8836201,"(40.6919168, -73.8836201)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3003616,PASSENGER VEHICLE,UNKNOWN,,,
12/16/2013,12:20,,,,,,,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,2837007,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/04/2021,17:55,,,,,,VERRAZANO BRIDGE LOWER          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4381943,Sedan,Sedan,,,
12/16/2013,13:20,,,,,,,,PL 2505 RICHMOND AVE                   ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,292341,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
12/22/2012,12:27,,,,,,,,PARKING LOT OF 668 ROSSVILLE AVENUE     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302050,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/16/2013,14:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927751,OTHER,UNKNOWN,,,
06/15/2014,16:50,,,,,,CHURCH AVENUE                   ,OCEAN PARKWAY                   ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,356354,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/16/2013,16:30,,,,,,212 STREET                      ,99 AVENUE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,226743,SPORT UTILITY / STATION WAGON,BICYCLE,,,
12/22/2012,17:09,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3122081,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/15/2014,18:30,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2919450,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2021,1:52,,,,,,NORTHERN BOULEVARD              ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4382722,Convertible,,,,
01/03/2021,5:00,,,,,,VERMONT PLACE                   ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4382210,Sedan,Sedan,,,
12/22/2012,1:40,,,,,,HORACE HARDING EXPRESSWAY       ,108 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,,,,,265186,SPORT UTILITY / STATION WAGON,,,,
01/02/2021,10:45,BRONX,10473,,,,,,803       SOUND VIEW AVENUE             ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4381474,Sedan,,,,
12/16/2013,19:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3046142,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
06/15/2014,22:40,,,,,,VERNON BOULEVARD                ,BROADWAY                        ,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,,,352663,PASSENGER VEHICLE,,,,
12/22/2012,20:10,,,,,,4 AVENUE                        ,88 STREET                       ,,1,0,1,0,0,0,0,0,Unspecified,,,,,141901,PASSENGER VEHICLE,,,,
01/02/2021,13:00,,,,,,BROOKLYN BATTERY TUNNEL         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4381829,Sedan,Sedan,,,
12/16/2013,20:01,,,,,,AMSTERDAM AVENUE                ,WEST 167 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,69759,PASSENGER VEHICLE,OTHER,,,
01/02/2021,14:30,,,,,,ELY AVENUE                      ,EAST 222 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unsafe Speed,,,,4382761,Sedan,Sedan,,,
12/22/2012,23:23,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2897070,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/15/2014,6:00,,,,,,,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,352726,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2012,4:00,,,,,,HUGUENOT AVENUE                 ,CODY PLACE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,302053,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/02/2021,21:49,,,,,,OLGA PLACE                      ,HYLAN BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4381406,Sedan,,,,
06/14/2014,11:41,,,,,,REVERE AVENUE                   ,CROSS BX EXPRESSWAY             ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,351838,,,,,
01/01/2021,15:10,,,40.689674,-73.96614,"(40.689674, -73.96614)",DE KALB AVENUE                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4380870,Sedan,,,,
12/16/2013,9:26,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,2865089,VAN,VAN,,,
06/14/2014,14:30,,,,,,,,PARKING LOT 17-55 FRANCIS LEWIS BLVD.   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,351572,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2012,11:29,,,40.7257505,-73.8312497,"(40.7257505, -73.8312497)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3089775,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/21/2012,12:18,,,,,,172 STREET                      ,JAMAICA AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,209868,PASSENGER VEHICLE,,,,
06/14/2014,17:46,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,351825,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2012,15:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2988204,PICK-UP TRUCK,VAN,,,
12/31/2020,13:30,,,,,,ADAMS STREET                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4380537,Bus,Station Wagon/Sport Utility Vehicle,,,
06/14/2014,19:28,,,,,,GRANDVIEW AVENUE                ,COWEN PLACE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,352170,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2020,16:30,,,,,,BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4380668,Sedan,,,,
12/15/2013,21:35,,,40.8744985,-73.9276086,"(40.8744985, -73.9276086)",,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,,,2874841,SPORT UTILITY / STATION WAGON,,,,
12/21/2012,19:08,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2867773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2020,23:10,QUEENS,11372,40.755028,-73.872696,"(40.755028, -73.872696)",34 AVENUE                       ,JUNCTION BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4380821,Sedan,,,,
12/15/2013,6:40,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,2965546,PASSENGER VEHICLE,,,,
12/30/2020,12:25,,,,,,CROSS BRONX EXPY RAMP           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4381277,Box Truck,Sedan,,,
06/13/2014,0:06,,,,,,WEBSTER AVENUE                  ,CROSS BRONX EXPRESSWAY          ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,350774,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/21/2012,22:10,,,,,,,,PARKING LOT 40 W. 225 ST                ,0,0,0,0,0,0,0,0,Unspecified,,,,,110541,PASSENGER VEHICLE,,,,
12/21/2012,23:15,,,,,,NORTHERN BOULEVARD              ,231 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,260698,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/13/2014,10:30,,,40.8266345,-73.9542944,"(40.8266345, -73.9542944)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2867323,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/14/2013,11:47,,,,,,,,PARKING LOT OF 2136 BARTOW              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,91591,OTHER,UNKNOWN,,,
12/30/2020,21:50,BROOKLYN,11203,40.654102,-73.9258,"(40.654102, -73.9258)",LINDEN BOULEVARD                ,EAST 55 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4380459,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/13/2014,13:20,,,,,,SOUTH STREET                    ,WALL STREET                     ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,350629,OTHER,TAXI,,,
12/21/2012,7:28,,,,,,119 AVENUE                      ,GUY R BREWER BOULEVARD          ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,269265,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/30/2020,8:20,,,,,,BELT PARKWAY RAMP               ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4380335,Station Wagon/Sport Utility Vehicle,,,,
06/13/2014,14:20,,,,,,WALL STREET                     ,SOUTH STREET                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,350639,PASSENGER VEHICLE,UNKNOWN,,,
12/29/2020,15:40,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4380092,Sedan,,,,
06/13/2014,16:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927998,VAN,PASSENGER VEHICLE,,,
12/20/2012,10:45,,,,,,BROADWAY                        ,LAFAYETTE AVENUE                ,,1,0,1,0,0,0,0,0,Unspecified,,,,,183151,PASSENGER VEHICLE,,,,
12/29/2020,20:30,,,,,,HUTCHINSON RIVER PARKWAY        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4381185,Station Wagon/Sport Utility Vehicle,Sedan,,,
12/20/2012,13:00,,,,,,,,PARKING LOT 1624 WEBSTER AVE            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,79213,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/14/2013,17:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2867887,,,,,
06/13/2014,17:30,,,40.7014547,-73.9896203,"(40.7014547, -73.9896203)",,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,2984121,VAN,VAN,,,
06/13/2014,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2919446,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/14/2013,18:20,,,,,,WEST 155 STREET                 ,MACOMBS PLACE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,67889,,,,,
06/13/2014,1:00,,,40.7873964,-73.9382191,"(40.7873964, -73.9382191)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2853757,SPORT UTILITY / STATION WAGON,,,,
06/13/2014,20:30,,,,,,CHRISTOPHER LANE                ,RICHMOND AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,351645,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/13/2014,21:15,,,,,,14 AVENUE                       ,COLLEGE POINT BOULEVARD         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,351055,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/28/2020,20:40,QUEENS,11415,,,,KEW GARDEN ROAD                 ,127 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4379860,PK,,,,
06/13/2014,5:30,,,,,,,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,2998468,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/14/2013,2:10,,,,,,,,,2,0,0,0,0,0,2,0,Alcohol Involvement,,,,,2897703,PASSENGER VEHICLE,,,,
12/20/2012,19:25,,,,,,CLEARVIEW EXPRESSWAY EXIT NB    ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,260683,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/27/2020,10:30,,,,,,MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4380150,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/13/2014,7:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3057192,PASSENGER VEHICLE,VAN,,,
12/20/2012,23:43,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2937764,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/13/2013,10:00,,,,,,,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,2927737,PASSENGER VEHICLE,TAXI,,,
12/27/2020,19:45,,,40.586765,-74.14617,"(40.586765, -74.14617)",,,1336      FOREST HILL ROAD              ,0,0,0,0,0,0,0,0,Animals Action,,,,,4379549,Sedan,,,,
06/12/2014,10:31,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,2834270,LARGE COM VEH(6 OR MORE TIRES),TAXI,,,
12/13/2013,12:30,,,,,,,,PL OF RICHMOND AVE AND NOME AVE        ,1,0,0,0,0,0,1,0,Unspecified,,,,,292303,PASSENGER VEHICLE,,,,
12/13/2013,13:29,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,2934603,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
12/26/2020,15:30,BRONX,10466,,,,,,1855      SCHIEFELIN AVENUE             ,1,0,0,0,0,0,1,0,Unspecified,,,,,4386810,Station Wagon/Sport Utility Vehicle,Sedan,,,
06/12/2014,14:20,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,2867915,PASSENGER VEHICLE,UNKNOWN,,,
12/13/2013,14:30,,,,,,NEPTUNE AVENUE                  ,WEST 6 STREET                   ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,115887,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/26/2020,18:37,,,,,,MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4379939,Van,Sedan,Sedan,,
12/13/2013,14:44,,,40.7414304,-73.947925,"(40.7414304, -73.947925)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3046125,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/19/2012,13:00,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3017158,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/13/2013,16:20,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,2965543,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/26/2020,6:00,,,,,,GATEWAY DRIVE                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4379591,Sedan,,,,
12/19/2012,13:40,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2934171,OTHER,PASSENGER VEHICLE,,,
12/13/2013,16:52,,,,,,PARK AVENUE                     ,EAST 175 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,102309,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
06/12/2014,18:15,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3046590,TAXI,TAXI,,,
12/13/2013,17:20,,,40.6124923,-73.8970599,"(40.6124923, -73.8970599)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2950350,PASSENGER VEHICLE,UNKNOWN,,,
12/13/2013,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2879698,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
12/25/2020,16:50,,,,,,VERRAZANO BRIDGE UPPER          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4379662,Sedan,Sedan,,,
12/19/2012,16:30,,,40.820139,-73.89028,"(40.820139, -73.89028)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2881242,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/12/2014,23:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2988667,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,,
12/13/2013,20:15,,,,,,,,S/B 4TH AVENUE & 14 STREET              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,178888,VAN,SPORT UTILITY / STATION WAGON,,,
12/24/2020,0:14,,,,,,FDR DRIVE                       ,MARKET SLIP,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4379552,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/13/2013,21:00,,,,,,BRUCKNER BOULEVARD              ,WHITE PLAINS ROAD               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,84540,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/19/2012,18:50,,,,,,,,SIDESWALK 155-28 78 STREET              ,0,0,0,0,0,0,0,0,Unspecified,,,,,229372,OTHER,,,,
12/24/2020,13:00,,,40.74549,-73.95318,"(40.74549, -73.95318)",47 AVENUE                       ,,,1,0,1,0,0,0,0,0,Outside Car Distraction,,,,,4380195,Sedan,,,,
06/12/2014,8:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2919441,OTHER,PASSENGER VEHICLE,,,
12/19/2012,1:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2983265,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
12/24/2020,16:00,BRONX,10472,40.82842,-73.86068,"(40.82842, -73.86068)",WHITE PLAINS ROAD               ,WATSON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4379650,Sedan,,,,
12/13/2013,5:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2849286,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/19/2012,21:10,,,,,,,,PARKING LOT 3444 KOSSUTH AVENUE         ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,110526,AMBULANCE,PASSENGER VEHICLE,,,
12/13/2013,8:00,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2865088,OTHER,PASSENGER VEHICLE,,,
06/11/2014,12:30,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,350107,UNKNOWN,PASSENGER VEHICLE,,,
10/09/2013,9:56,MANHATTAN,10034,40.8702233,-73.9146952,"(40.8702233, -73.9146952)",WEST 216 STREET                 ,10 AVENUE                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,71946,SPORT UTILITY / STATION WAGON,BICYCLE,,,
12/19/2012,7:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2888733,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/12/2013,0:01,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2873443,OTHER,OTHER,,,
12/19/2012,9:07,,,,,,MAIN STREET                     ,HORACE HARDING EXPRESSWAY       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,248177,VAN,PASSENGER VEHICLE,,,
12/12/2013,13:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2879689,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/18/2012,10:00,,,,,,,,80-25 126 STREET PARKING LOT            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,205006,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
